time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
89955;0;368640;1;-5.6;0.0;8.5;n/a;n/a;n/a;25;18;4.6;2292.490234;0;0.0;0.0;0.0;28;0.0;19351.779297;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.97;19;0.50;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.50;0.50;0.50;0.0;3.5;0.0;0.50;0.0;0.0;1.5;0.50;0.0;0.0;12;0.0;7.0;1.5;15;0.0;0.50;0.50;1.00;1.00;0.0
91954;0;368640;1;-5.6;0.0;5.2;n/a;n/a;n/a;25;18;4.4;2285.714355;0;0.0;0.0;0.0;28;0.0;17150.738281;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.0;0.0;0.0;1.00;0.0;0.0;0.0;0.0;0.50;6.0;0.0;0.0;4.0;0.50;0.50;0.0;0.0;2.0;0.0;0.0;0.0;12;0.0;7.0;0.50;9.5;0.0;0.0;0.0;1.00;1.00;0.0
93953;0;368640;1;-5.6;0.0;5.3;n/a;n/a;n/a;25;18;4.4;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.45;2.0;0.45;1.5;0.0;0.0;0.0;0.0;0.45;15;0.45;0.45;4.0;0.0;0.45;0.45;0.0;0.45;0.0;0.0;0.45;12;0.0;7.5;3.0;0.45;0.45;0.45;0.0;1.5;0.95;0.0
95952;0;368640;1;-5.6;0.0;-5.3;n/a;n/a;n/a;25;18;3.4;2289.097168;20;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.45;2.0;0.95;0.0;0.0;0.0;0.0;0.0;0.45;0.45;0.45;0.45;3.0;0.45;0.45;0.0;5.0;0.0;0.0;0.0;0.0;12;0.45;1.5;0.0;15;0.0;0.45;0.0;0.95;0.95;0.0
97951;0;368640;1;-5.6;0.0;4.3;n/a;n/a;n/a;25;18;4.4;2295.893066;0;0.0;0.0;0.0;28;0.0;19380.503906;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;6.0;2.0;0.45;0.0;0.95;0.0;0.0;0.0;0.95;9.0;0.45;1.5;4.0;0.0;0.45;0.45;1.5;0.0;0.0;0.45;0.0;12;0.0;0.45;2.0;7.0;0.45;0.0;0.45;1.5;1.5;0.45
99950;0;368640;1;-5.6;0.0;4.3;n/a;n/a;n/a;25;18;4.4;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.97;19;7.0;1.5;0.50;0.50;0.0;0.0;0.0;0.50;1.00;0.0;0.50;2.0;3.5;0.50;1.00;0.0;0.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.50;15;0.50;0.50;0.50;1.00;1.5;0.0
101949;0;368640;1;-5.6;0.0;-4.3;n/a;n/a;n/a;25;18;4.2;2294.757568;0;0.0;0.0;0.0;28;0.0;19370.919922;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;7.0;2.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;14;0.50;1.00;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.50;2.0;0.0;0.0;0.0;1.00;1.00;0.0
103948;0;368640;1;-5.6;0.0;1.1;n/a;n/a;n/a;25;18;4.2;2294.757568;0;0.0;0.0;0.0;28;0.0;17218.595703;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;2.0;0.45;0.95;0.0;0.0;0.0;0.0;0.0;0.95;3.0;0.0;0.95;3.5;0.0;0.45;0.45;5.5;2.0;0.45;0.0;0.0;12;0.0;0.0;0.95;14;0.0;0.45;0.45;0.95;0.95;0.0
105947;0;368640;1;-5.6;0.0;8.6;n/a;n/a;n/a;25;18;3.4;2289.097168;0;0.0;0.0;0.0;28;0.0;23617.167969;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.97;19;0.0;0.95;0.45;0.0;0.0;0.45;0.0;0.0;0.45;15;0.45;0.45;3.5;0.0;0.45;0.0;7.0;2.0;0.0;0.45;0.0;12;0.0;0.45;0.45;0.45;0.0;0.0;0.0;0.95;0.95;0.0
107946;0;368640;1;-5.7;0.0;7.3;n/a;n/a;n/a;25;18;4.2;2282.341309;0;0.0;0.0;0.0;28;0.0;23547.466797;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.94;19;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.00;15;0.50;1.5;3.5;0.0;0.50;0.50;5.5;2.0;1.00;0.0;0.0;12;0.0;0.0;1.00;1.5;0.50;1.5;0.50;1.5;1.5;0.50
109945;0;368640;1;-5.7;0.0;10;n/a;n/a;n/a;25;18;4.6;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.95;12;0.0;0.0;3.5;0.45;0.45;0.0;0.45;2.0;0.0;0.0;0.0;12;0.0;0.0;0.45;2.5;0.45;1.5;0.45;1.5;1.5;0.95
111944;0;368640;1;-5.7;0.0;-1.1;n/a;n/a;n/a;25;18;4.2;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.97;19;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15;0.45;0.45;3.5;0.0;0.45;0.45;0.0;1.5;0.0;0.0;0.0;12;0.0;0.45;0.45;0.45;0.0;0.95;0.0;0.95;1.5;0.45
113943;0;368640;1;-5.6;0.0;-6.1;n/a;n/a;n/a;25;18;4.0;2287.968506;0;0.0;0.0;0.0;28;0.0;19313.609375;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;2.5;0.0;0.45;0.0;0.0;0.0;0.0;0.0;0.95;5.5;0.0;0.0;3.5;0.0;0.45;0.0;5.0;2.5;0.0;0.0;0.0;12;0.0;0.0;0.95;12;0.95;0.95;0.45;0.95;1.5;0.95
115942;0;368640;1;-5.7;0.0;1.5;n/a;n/a;n/a;25;18;3.6;2294.757568;0;0.0;0.0;0.0;28;0.0;17218.595703;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.94;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;0.0;0.0;0.50;3.5;0.0;0.50;0.0;7.0;1.5;0.0;0.0;0.0;12;0.0;0.0;0.0;14;0.0;0.50;0.0;1.5;1.00;1.00
117941;0;368640;1;-5.8;0.0;2.8;n/a;n/a;n/a;25;18;4.8;2286.840820;0;0.0;0.0;0.0;28;0.0;19304.089844;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.97;19;0.45;0.45;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.95;0.45;0.45;4.0;0.45;0.45;0.45;7.0;2.0;0.45;0.45;0.45;12;0.45;0.0;0.45;15;0.45;2.0;0.95;0.95;0.95;0.95
119940;0;368640;1;-5.7;0.0;0.61;n/a;n/a;n/a;25;18;3.6;2293.623291;0;0.0;0.0;0.0;28;0.0;19361.343750;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.0;2.0;0.0;0.45;0.0;0.0;0.0;0.0;0.45;8.5;0.45;0.95;3.5;0.0;0.45;0.0;7.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.45;7.5;0.45;1.5;0.0;0.95;1.5;0.0
121939;0;368640;1;-5.6;0.0;-2.1;n/a;n/a;n/a;25;18;4.8;2299.306152;0;0.0;0.0;0.0;28;0.0;17252.724609;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.45;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14;0.45;0.95;4.0;0.0;0.45;0.0;7.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.45;0.0;0.0;0.45;0.45;0.95;0.95;0.45
123938;0;368640;1;-5.7;0.0;10;n/a;n/a;n/a;25;18;4.8;2298.167480;0;0.0;0.0;0.0;28;0.0;19399.703125;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;4.0;2.0;0.0;0.0;0.50;0.0;0.0;0.0;1.5;6.5;0.0;1.00;4.0;1.00;0.50;0.50;3.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.50;10;1.00;1.5;0.50;1.5;1.00;0.0
125937;0;368640;1;-5.7;0.0;-4.2;n/a;n/a;n/a;25;18;4.0;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;7.0;2.0;0.45;0.0;0.0;0.0;0.45;0.0;0.0;3.0;0.45;0.45;3.5;0.0;0.45;0.0;0.0;0.0;0.0;0.0;0.0;12;0.0;0.0;0.45;12;0.45;0.95;0.0;0.95;1.5;0.0
127936;0;368640;1;-5.7;0.0;8.4;n/a;n/a;n/a;25;18;3.6;2285.714355;0;0.0;0.0;0.0;28;0.0;19294.582031;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;7.5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.00;4.0;0.50;1.00;3.5;0.50;0.0;0.0;0.50;0.50;0.0;0.0;0.0;12;0.0;0.0;2.0;12;0.0;1.00;0.50;1.00;2.0;0.50
129935;0;368640;1;-5.6;0.0;5.3;n/a;n/a;n/a;25;18;4.8;2287.968506;0;0.0;0.0;0.0;28;0.0;21459.566406;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;3.5;2.0;0.50;0.0;0.0;4.5;0.0;0.0;1.00;1.00;0.0;0.50;4.0;0.0;0.50;0.0;3.5;1.00;0.0;0.0;0.0;7.5;0.0;0.0;1.00;14;0.50;0.0;0.50;1.5;1.00;1.00
131934;0;368640;1;-5.7;0.0;0.76;n/a;n/a;n/a;25;18;4.4;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.0;1.5;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.45;0.0;0.0;3.0;0.45;0.45;0.0;7.0;0.45;0.0;0.0;0.0;6.0;0.0;0.0;0.0;15;0.0;0.45;0.0;0.95;1.5;0.95
133933;0;368640;1;-5.7;0.0;-1.3;n/a;n/a;n/a;25;18;3.8;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;4.5;1.5;0.0;0.0;0.0;6.5;0.0;0.0;1.00;2.5;1.00;0.50;4.0;1.00;1.00;0.50;3.5;1.5;0.0;0.0;0.0;5.5;0.0;0.0;0.50;15;0.50;0.50;0.50;1.00;1.00;0.50
135932;0;368640;1;-5.7;0.0;2.5;n/a;n/a;n/a;25;18;4.6;2284.588867;0;0.0;0.0;0.0;28;0.0;19285.082031;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;15;0.45;0.45;3.5;0.0;0.0;0.95;6.5;2.5;0.0;0.0;0.0;6.0;0.0;0.0;0.45;0.0;0.45;0.0;0.0;1.5;0.95;0.0
137931;0;368640;1;-5.7;0.0;10;n/a;n/a;n/a;25;18;4.8;2285.714355;0;0.0;0.0;0.0;28;0.0;19294.582031;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;1.00;0.0;0.50;0.0;0.0;6.0;0.0;0.0;1.5;15;0.50;0.50;4.0;0.0;0.50;0.50;6.5;3.0;0.50;0.50;0.50;6.0;0.0;0.0;0.50;1.00;0.0;0.50;0.50;1.00;1.5;0.0
139930;0;368640;1;-5.6;0.0;5.4;n/a;n/a;n/a;25;18;4.2;2285.714355;0;0.0;0.0;0.0;28;0.0;17150.738281;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;7.0;1.5;1.00;0.50;0.50;7.0;0.0;0.50;2.0;1.00;1.00;1.00;4.0;1.00;1.00;0.50;2.0;2.0;0.0;0.0;0.0;6.0;0.50;0.50;1.5;15;0.50;1.00;0.50;1.5;1.5;1.00
141929;0;368640;1;-5.6;0.0;3.9;n/a;n/a;n/a;25;18;3.8;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;7.0;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;13;0.50;0.50;3.5;0.0;0.50;0.0;0.0;1.00;0.0;0.0;0.0;5.5;0.0;0.0;0.0;1.5;0.50;0.0;0.0;1.00;1.00;0.0
143928;0;368640;1;-5.7;0.0;0.31;n/a;n/a;n/a;25;18;4.2;2294.757568;0;0.0;0.0;0.0;28;0.0;17218.595703;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;4.5;2.0;0.45;0.0;0.0;6.0;0.45;0.0;0.95;9.5;0.95;0.95;4.0;0.45;0.45;0.45;0.0;4.0;0.45;0.0;0.45;6.0;0.0;0.0;0.45;0.45;6.5;0.95;0.45;1.5;1.5;0.0
145927;0;368640;1;-5.7;0.0;-3.0;n/a;n/a;n/a;25;18;4.4;2290.227051;0;0.0;0.0;0.0;28;0.0;15036.525391;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.95;19;0.50;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.00;0.0;5.0;0.50;3.5;0.0;0.50;0.0;0.0;2.0;0.0;0.0;0.0;12;0.0;0.0;0.0;0.50;10;0.50;0.0;1.00;1.00;0.0
147926;0;368640;1;-5.7;0.0;12;n/a;n/a;n/a;25;18;4.8;2282.341309;0;0.0;0.0;0.0;28;0.0;17125.429688;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.98;19;0.50;7.0;1.5;0.0;0.0;0.0;0.0;0.0;0.50;0.50;0.50;0.50;4.0;0.50;1.00;0.0;0.0;5.5;0.0;0.50;1.00;8.0;0.0;0.0;0.50;0.0;15;0.50;0.0;1.00;1.00;0.50
149925;0;368640;1;-5.8;0.0;-3.4;n/a;n/a;n/a;25;18;4.4;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;1.00;8.0;2.0;0.50;0.0;0.50;0.0;0.0;1.00;0.50;1.5;1.00;3.5;0.50;1.00;0.50;0.0;6.5;0.0;0.0;1.00;7.0;0.0;0.50;0.50;0.50;15;1.00;0.50;1.5;1.5;0.0
151924;0;368640;1;-5.8;0.0;-7.1;n/a;n/a;n/a;25;18;4.0;2289.097168;0;0.0;0.0;0.0;28;0.0;19323.136719;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.97;19;0.50;7.0;2.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;13;0.50;4.0;0.50;0.0;0.0;0.0;6.5;0.0;0.0;0.50;7.0;0.0;0.0;0.0;0.0;1.5;0.0;0.50;1.00;1.00;0.0
153923;0;368640;1;-5.8;0.0;12;n/a;n/a;n/a;25;18;4.8;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.95;6.5;2.0;0.0;0.0;0.0;0.0;0.0;0.95;0.95;13;0.95;3.5;0.95;0.45;0.45;0.0;6.5;0.45;0.0;0.95;7.0;0.0;0.0;0.0;1.5;1.5;0.45;0.45;0.95;0.95;0.45
155922;0;368640;1;-5.8;0.0;-11;n/a;n/a;n/a;25;18;3.4;2291.357910;0;0.0;0.0;0.0;28;0.0;23640.494141;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.4;19;0.50;9.0;2.5;0.0;0.0;2.5;0.50;0.0;0.50;0.50;11;0.0;4.5;1.00;1.00;0.50;0.0;11;0.0;0.0;0.50;7.5;0.0;0.0;0.50;0.0;9.0;0.50;0.0;1.00;1.5;0.0
157921;0;368640;1;-5.7;0.0;-6.4;n/a;n/a;n/a;25;18;4.0;2294.757568;0;0.0;0.0;0.0;28;0.0;17218.595703;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.1;19;0.95;7.0;0.95;0.0;0.0;7.5;0.0;0.0;1.5;0.45;13;0.45;4.5;0.45;0.45;0.95;0.0;8.5;1.5;0.0;0.45;0.0;0.0;0.0;0.0;0.45;4.0;0.0;0.45;0.95;1.5;0.0
159920;0;368640;1;-5.7;0.0;-0.59;n/a;n/a;n/a;25;18;4.2;2297.029785;0;0.0;0.0;0.0;28;0.0;17235.644531;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.95;7.0;1.5;0.0;0.0;7.0;0.0;0.0;2.5;2.0;11;0.45;4.0;0.0;0.95;0.45;0.0;6.5;0.45;0.0;0.0;0.0;0.0;0.0;0.45;0.95;4.5;0.45;0.45;1.5;1.5;0.0
161919;0;368640;1;-5.6;0.0;10;n/a;n/a;n/a;25;18;5.4;2295.893066;0;0.0;0.0;0.0;28;0.0;19380.503906;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.45;7.0;2.0;0.0;0.0;7.0;0.0;0.0;0.95;0.45;1.5;0.45;3.5;0.45;0.45;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14;0.0;0.45;0.95;0.95;0.0
163918;0;368640;1;-5.6;0.0;-1.1;n/a;n/a;n/a;25;18;3.6;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.98;19;0.95;7.5;1.5;0.0;0.45;7.5;0.0;0.0;1.5;0.95;0.95;0.45;3.5;0.0;0.45;0.45;0.0;6.5;0.95;0.0;0.0;0.0;0.0;0.0;0.95;2.0;15;0.45;0.45;1.5;1.5;0.0
165917;0;368640;1;-5.6;0.0;-1.0;n/a;n/a;n/a;25;18;3.6;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.45;7.0;0.0;0.45;0.0;7.0;0.0;0.0;0.45;0.0;0.45;0.0;3.5;0.45;0.45;0.45;0.0;6.0;1.5;0.0;0.0;0.0;0.45;0.0;0.45;0.45;15;0.0;0.0;0.95;0.95;0.0
167916;0;368640;1;-5.6;0.0;3.0;n/a;n/a;n/a;25;18;3.6;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;1.00;7.5;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.50;3.5;0.0;0.50;0.50;0.0;6.5;2.0;0.50;0.0;0.50;0.0;0.0;1.00;0.50;15;0.50;0.50;1.00;1.00;0.50
169915;0;368640;1;-5.6;0.0;-1.0;n/a;n/a;n/a;25;18;4.4;2297.029785;0;0.0;0.0;0.0;28;0.0;19390.099609;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;0.98;19;0.95;7.0;1.5;0.0;0.0;7.0;0.0;0.0;2.0;0.95;11;0.45;4.0;0.45;0.45;0.45;0.0;7.0;0.95;0.0;0.0;0.0;0.0;0.0;1.5;2.0;4.0;0.45;0.95;0.95;0.95;0.45
171914;0;368640;1;-5.7;0.0;-1.6;n/a;n/a;n/a;25;18;4.0;2282.341309;0;0.0;0.0;0.0;28;0.0;17125.429688;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.45;6.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.45;3.0;0.0;3.5;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.95;0.95;12;0.45;0.0;1.5;0.95;0.0
173913;0;368640;1;-5.8;0.0;-0.019;n/a;n/a;n/a;25;18;4.0;2282.341309;0;0.0;0.0;0.0;28;0.0;21406.787109;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;1.00;6.5;2.0;0.0;0.0;7.0;0.0;0.0;1.00;2.5;5.0;1.00;4.0;0.0;1.00;0.50;0.50;7.5;0.50;0.0;0.50;0.0;0.0;0.0;1.00;0.50;11;0.50;0.50;1.5;1.00;0.0
175912;0;368640;1;-5.7;0.0;0.059;n/a;n/a;n/a;25;18;3.6;2284.588867;0;0.0;0.0;0.0;28;0.0;17142.294922;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.50;7.5;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.50;0.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.50;1.00;15;0.50;1.00;1.00;2.0;0.0
177911;0;368640;1;-5.6;0.0;7.9;n/a;n/a;n/a;25;18;3.2;2284.588867;0;0.0;0.0;0.0;28;0.0;17142.294922;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.95;7.5;0.0;0.0;0.45;7.0;0.0;0.0;0.45;0.45;1.5;0.45;3.5;0.45;0.0;0.0;0.0;6.5;2.0;0.0;0.0;0.0;0.0;0.0;1.5;0.45;14;0.0;1.5;0.95;0.95;0.0
179910;0;368640;1;-5.6;0.0;15;n/a;n/a;n/a;25;18;3.6;2286.840820;0;0.0;0.0;0.0;28;0.0;23593.888672;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.95;7.0;0.0;0.0;0.0;7.5;0.0;0.0;0.95;2.0;2.0;0.45;4.0;0.45;1.5;0.45;0.0;6.5;2.0;0.0;0.0;0.0;0.0;0.0;0.45;1.5;14;0.45;0.45;1.5;1.5;0.45
181909;0;368640;1;-5.7;0.0;0.37;n/a;n/a;n/a;25;18;4.2;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.45;7.5;0.0;0.0;0.0;7.0;0.0;0.45;0.0;0.0;0.0;0.0;3.5;0.0;1.5;0.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.45;1.5;15;0.45;0.0;0.95;0.95;0.45
183908;0;368640;1;-5.7;0.0;3.7;n/a;n/a;n/a;25;18;3.8;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;1.00;7.0;0.0;0.0;0.0;7.0;0.50;0.0;1.00;2.5;9.5;0.50;3.5;1.00;0.50;1.00;0.0;7.0;2.0;0.50;0.0;0.0;0.0;0.0;0.50;0.50;6.0;0.50;0.50;1.00;1.5;0.0
185907;0;368640;1;-5.7;0.0;7.0;n/a;n/a;n/a;25;18;3.4;2281.219238;0;0.0;0.0;0.0;28;0.0;21396.263672;0;0.0;0.0;0.0;0.0;1.4;905196;1772004;16;1.0;19;0.45;6.5;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.45;0.0;0.45;3.5;0.0;0.45;0.0;0.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.95;15;0.0;0.95;1.5;0.95;0.45
187906;0;368640;1;-5.6;0.0;4.5;n/a;n/a;n/a;25;18;3.8;2287.968506;0;0.0;0.0;0.0;28;0.0;19313.609375;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.5;19;0.95;10;0.0;0.0;0.0;10.0;0.0;0.0;2.5;1.5;10.0;0.45;6.0;0.45;0.95;0.45;0.0;10;0.0;0.0;3.0;0.95;0.0;0.0;0.45;1.5;12;0.45;2.0;0.95;1.5;0.0
189905;0;368640;1;-5.6;0.0;9.0;n/a;n/a;n/a;25;18;4.0;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;8.0;0.45;0.45;0.95;7.5;0.0;0.0;0.95;2.0;9.5;0.45;4.0;0.0;0.45;0.45;0.0;6.5;0.0;0.0;0.95;0.0;0.45;0.0;0.45;1.5;6.5;0.45;0.45;1.5;1.5;0.95
191904;0;368640;1;-5.6;0.0;-1.0;n/a;n/a;n/a;25;18;3.8;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;7.0;0.0;0.0;2.0;7.0;0.0;0.0;0.0;0.50;15;0.50;3.5;0.0;0.50;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;1.00;0.0;0.0;0.50;1.00;1.00;1.00
193903;0;368640;1;-5.6;0.0;-1.6;n/a;n/a;n/a;25;18;3.6;2283.464600;0;0.0;0.0;0.0;28;0.0;19275.589844;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;1.00;7.5;0.0;0.0;2.0;7.0;0.0;0.0;1.00;0.50;15;0.50;4.0;0.50;0.50;1.00;0.50;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.50;3.0;0.50;0.50;0.0;1.00;1.5;0.50
195902;0;368640;1;-5.5;0.0;1.5;n/a;n/a;n/a;25;18;3.6;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.45;7.0;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;15;0.0;3.5;0.45;0.45;0.95;0.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;0.95;0.95;0.0;0.45;0.45;0.45;0.95;0.0
197901;0;368640;1;-5.6;0.0;6.5;n/a;n/a;n/a;25;18;3.6;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.95;7.5;0.0;0.0;0.0;6.0;0.0;0.0;0.45;0.45;12;0.45;3.5;0.45;0.45;0.95;0.0;6.0;0.45;0.0;0.0;2.5;0.0;0.0;2.0;0.45;2.5;0.0;0.0;1.5;0.95;0.0
199900;0;368640;1;-5.7;0.0;-0.11;n/a;n/a;n/a;25;18;4.4;2289.097168;0;0.0;0.0;0.0;28;0.0;19323.136719;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.50;7.5;0.0;0.0;0.50;6.0;0.0;0.0;1.5;0.50;0.50;0.50;4.0;0.50;1.00;0.50;0.0;0.0;7.5;0.0;0.0;2.0;0.0;0.0;3.5;1.5;15;1.5;0.50;1.00;1.5;0.0
201899;0;368640;1;-5.6;0.0;8.0;n/a;n/a;n/a;25;18;4.8;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;1.0;19;0.95;7.5;0.45;0.0;0.0;4.5;0.0;0.0;0.0;0.0;5.5;0.0;3.5;0.0;0.45;0.0;0.0;0.0;7.0;0.0;0.0;3.5;0.0;0.0;0.95;0.45;9.5;0.0;0.45;1.5;1.5;0.45
